title,addr_zip,size_sqft,bedrooms,bathrooms,prewar,price
400 West 12th Street #8D,10014,853,0.0,1.0,0,2425000
400 West 12th Street #4E,10014,1613,2.0,2.0,0,4600000
70 Bethune Street ,10014,3828,,0.0,0,10950000
400 West 12th Street #11A,10014,1441,2.0,2.0,0,4125000
62 Bethune Street ,10014,4865,,0.0,0,14000000
400 West 12th Street #TH5,10014,4865,7.0,5.0,0,14000000
62 Bethune Street ,10014,4865,6.0,5.0,0,14000000
150 Charles Street #4FN,10014,2592,3.0,3.0,0,7500000
173 Perry Street #9N,10014,1853,2.0,2.0,0,5300000
400 West 12th Street #12A,10014,1441,2.0,2.0,0,4225000
400 West 12th Street #3H,10014,1117,1.0,2.0,0,3295000
68 Bethune Street ,10014,4346,5.0,4.0,0,12950000
400 West 12th Street #15A,10014,1441,2.0,2.0,0,4325000
122 Greenwich Avenue #7A,10014,2025,3.0,3.0,0,6100000
400 West 12th Street #16A,10014,1441,2.0,2.0,0,4375000
400 West 12th Street #7A,10014,1441,2.0,2.0,0,4395000
173 Perry Street #12N,10007,1853,1.0,1.0,0,5495000
173 Perry Street #13N,10014,1853,1.0,1.0,0,5600000
400 West 12th Street #16B,10014,2169,3.0,3.0,0,6950000
400 West 12th Street #6C,10014,2626,3.0,3.0,0,8500000
400 West 12th Street #3E,10014,1613,2.0,2.0,0,5249000
400 West 12th Street #14A,10014,2284,3.0,3.0,0,7500000
400 West 12th Street #14A,10014,2284,3.0,3.0,0,7500000
400 West 12th Street #12A,10014,1441,2.0,2.0,0,4750000
400 West 12th Street #9CD,10014,4116,5.0,5.0,0,13725000
400 West 12th Street #5CDE,10014,4892,5.0,6.0,0,16500000
122 Greenwich Avenue #PHA,10014,5574,4.0,5.0,0,18950000
400 West 12th Street #10C,10014,3234,4.0,4.0,0,11200000
400 West 12th Street #9B,10014,2169,3.0,3.0,0,7600000
166 Perry Street #PHEW,10014,6845,5.0,5.0,0,24000000
400 West 12th Street #7CD,10014,4116,5.0,5.0,0,14500000
400 West 12th Street #8B,10014,2169,3.0,3.0,0,7650000
400 West 12th Street #14C,10014,3234,4.0,4.0,0,11500000
400 West 12th Street #10B,10014,2169,3.0,3.0,0,7750000
400 West 12th Street #12A,10014,1441,2.0,2.0,0,5250000
400 West 12th Street #15B,10014,2169,3.0,3.0,0,7920000
400 West 12th Street #12B,10014,2169,3.0,3.0,0,8000000
400 West 12th Street #7B,10014,2169,3.0,3.0,0,8500000
400 West 12th Street #6B,10014,1440,3.0,3.0,0,9400000
99 Jane Street #9C,10014,1872,3.0,2.0,0,7950000
400 West 12th Street #7C,10014,3234,4.0,4.0,0,12900000
400 West 12th Street #8C,10014,3234,4.0,4.0,0,12950000
400 West 12th Street #6C,10014,2626,4.0,3.0,0,10750000
400 West 12th Street #PH,10014,6321,0.0,0.0,0,26500000
360 W 11th Street #2,10014,3500,4.0,4.0,0,15000000
400 West 12th Street #14B,10014,2169,3.0,3.0,0,9495000
400 West 12th Street #14B,10014,2169,3.0,3.0,0,9495000
